Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Default,Id,Credit Score,Years in current job_0,Years in current job_1,Years in current job_2,Years in current job_3,Years in current job_4,Years in current job_5,Years in current job_6,Years in current job_7,Years in current job_8,Years in current job_9,Years in current job_10,Term_Long Term,Term_Short Term,Home Ownership_2,Home Ownership_1,Purpose_1,Purpose_2,Purpose_3
388493,0,4,8,108086,0,0,85998,66462,1904,0,5663,722,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
949335,0,7,10,120956,0,0,170390,75525,8781,0,5664,747,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
970216,0,13,17,450538,0,0,108020,50578,14327,0,5665,746,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
927105,0,14,18,996204,0,0,107360,17214,3484,0,5666,748,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
654569,0,15,13,305448,0,0,227370,183863,11837,0,5667,660,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1252784,0,26,17,918434,0,0,223168,236379,20567,0,5669,705,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1163256,0,6,16,253440,0,0,66396,15979,1452,0,5672,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
949810,0,15,50,1180388,0,0,439912,486267,15514,0,5673,727,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
299136,0,4,10,190454,0,0,109868,123861,3266,0,5674,705,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
848122,0,9,16,790548,3,3,220682,350246,14135,0,5675,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2353264,0,13,14,758274,0,0,292754,207594,19277,0,5676,744,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
539334,0,10,18,304920,0,0,130372,110086,12584,1,5678,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1859340,0,11,21,234278,0,0,106238,168739,22467,0,5679,701,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1691874,0,12,14,283030,0,0,217668,191881,26083,0,5680,741,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1120335,0,14,20,723140,1,1,76956,408443,22967,0,5681,686,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1531704,0,7,16,386012,1,1,354706,223364,7952,0,5682,737,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,18,15,336644,0,0,704330,260509,37547,1,5683,729,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
964098,0,7,21,354530,0,0,293040,172995,4250,1,5684,743,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1743174,0,6,14,217646,1,1,358820,147744,17432,0,5685,741,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,13,8,110198,0,0,108020,58159,22223,1,5687,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1338474,0,7,18,0,0,0,360162,0,9838,0,5688,717,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1045209,0,14,13,345334,0,0,286066,202502,17333,0,5689,745,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,2,15,28996,0,0,178442,16530,480,1,5690,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1033828,0,3,32,130592,0,0,261184,106799,6332,0,5692,704,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1600788,0,9,16,815078,0,0,141746,459667,20543,0,5693,745,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
608095,0,9,13,863500,0,0,104302,202844,7713,0,5694,747,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,5,258896,0,0,121968,30400,1726,0,5695,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
795606,0,21,22,710644,1,1,412918,324672,20023,0,5697,738,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,7,32,351406,0,0,165198,198797,23251,1,5698,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
865526,0,8,8,302962,0,0,450978,172159,10314,0,5699,735,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,16,32,930578,0,0,459734,299763,21578,0,5700,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,4,12,70070,1,1,78782,45315,4517,1,5701,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1813493,0,19,14,501556,0,0,265232,114779,23877,0,5702,713,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
690194,0,13,16,786214,0,0,218350,183331,14730,1,5703,742,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2716031,0,12,15,867350,0,0,436788,448685,29424,0,5705,728,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1149842,0,7,20,622182,0,0,172172,76304,4666,0,5706,750,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1594499,0,11,17,551540,0,0,217206,378689,38932,1,5708,703,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1669055,0,12,27,261030,0,0,255002,183046,22393,0,5709,726,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,15,10,711832,0,0,542630,162298,23609,1,5710,729,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
1163256,0,15,18,594418,1,1,753830,183274,14583,1,5711,729,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1224626,0,5,24,264000,1,1,209418,69312,13981,0,5712,745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
518225,0,12,17,302346,1,1,172238,141265,8421,0,5713,739,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1965322,0,4,31,299046,0,0,223102,233472,20800,0,5714,724,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,5,18,575388,0,0,176946,412965,13463,0,5715,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1150032,0,14,9,410762,0,0,133166,259673,22809,0,5716,740,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,12,17,1252988,0,0,55946,373331,8882,0,5717,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
691942,0,13,13,739354,0,0,222552,213275,14242,0,5718,730,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1938190,0,11,13,275572,1,1,115016,58064,8916,0,5719,748,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,8,11,0,0,0,138094,48545,14130,0,5720,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1061834,0,7,19,1347544,0,0,536492,629603,14069,0,5721,720,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
934534,0,12,15,326942,0,0,180356,253270,12694,1,5723,715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2397097,0,10,26,575190,0,0,234806,348232,9369,1,5724,721,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1235741,0,12,26,603702,0,0,628474,252871,26568,0,5726,676,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
642105,0,8,15,624052,0,0,250096,363793,16534,1,5727,738,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1283735,0,8,14,458832,1,1,437184,352279,13158,0,5729,696,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
673455,0,11,33,440792,0,0,178244,157605,8586,1,5730,741,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,14,30,789954,0,0,231286,558752,12738,0,5732,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1529576,0,8,31,537812,0,0,442772,418038,21924,1,5733,702,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,12,14,518584,0,0,515680,308598,20809,0,5734,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1405905,0,19,14,436744,0,0,260458,170487,14996,0,5736,747,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1445501,0,11,14,503448,0,0,218790,395675,23249,0,5737,715,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
807861,0,9,12,503580,0,0,376640,232237,14353,0,5739,710,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1287098,0,5,17,197098,1,1,262988,115748,12656,1,5740,734,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1155048,0,5,26,228140,0,0,236148,161557,13187,0,5741,722,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
773832,0,11,25,842094,0,0,301840,219640,17024,1,5742,702,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1534896,1,8,16,531256,2,1,304920,128478,4515,0,5743,704,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1515136,0,7,8,160072,0,0,438592,95798,13889,0,5744,736,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2518659,0,8,17,227414,1,1,265826,139441,25606,0,5745,702,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1578596,0,9,17,152460,0,0,348172,70433,6262,0,5746,688,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1783872,0,16,18,619828,0,0,215160,253745,20663,0,5748,697,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1817502,0,12,15,1210396,0,0,309232,418133,23325,0,5749,727,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
706876,0,16,8,524150,0,0,244992,216828,12370,0,5751,702,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
850041,0,12,26,270138,0,0,268444,150936,18984,0,5752,716,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,6,17,285780,0,0,132990,211755,24962,1,5753,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
973370,0,9,12,523094,0,0,382074,394383,18494,0,5754,652,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2733758,0,5,19,310970,0,0,533126,270978,15765,0,5755,687,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
777100,0,8,10,430958,1,1,269940,35359,16967,1,5757,723,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2516531,0,10,15,842050,0,0,647526,437779,26004,0,5758,738,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
863379,0,10,21,455334,0,0,119966,176168,5907,0,5763,713,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1313242,0,25,15,750112,0,0,254694,277913,16306,1,5764,725,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1279745,0,10,13,227964,1,1,303006,103759,12371,0,5765,721,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1164909,0,8,15,356422,0,0,278696,169309,16503,1,5766,732,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1505256,0,11,10,479534,0,0,239646,227791,19192,0,5767,742,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
541842,0,9,8,387728,0,0,211750,142994,9527,0,5768,735,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
930943,0,9,7,48664,0,0,66352,29203,11171,0,5769,709,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
775257,0,8,10,276122,0,0,39402,119244,10789,0,5771,742,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1420307,0,13,15,493746,0,0,315744,204668,32312,0,5772,745,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1397507,0,8,19,472516,0,0,129448,57532,32410,0,5773,750,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1543256,0,9,10,697026,0,0,536074,437646,30994,0,5775,733,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,15,193732,0,0,262570,95380,10205,1,5776,729,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
495577,0,7,6,578028,0,0,156706,309510,9498,1,5777,740,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,8,17,461406,0,0,107118,312417,15669,0,5778,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
742710,0,9,10,203038,1,1,232628,88388,15597,0,5779,703,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1159836,0,11,21,575432,0,0,223828,482068,22423,0,5780,740,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1592580,0,13,27,773322,0,0,108658,136914,18766,1,5781,748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
998374,0,8,6,389092,0,0,200090,153900,7987,1,5782,743,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,4,8,363990,0,0,42900,246126,6917,1,5784,729,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1051175,0,12,10,530794,0,0,132770,281922,30396,1,5785,726,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1224626,0,10,15,137324,1,1,230428,48507,24493,0,5790,738,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
741684,0,6,14,326018,0,0,171754,161329,12732,1,5791,733,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,19,499246,0,0,217074,310004,5568,0,5792,729,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1235190,0,6,9,75878,0,0,108350,34865,8605,0,5793,710,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
912722,0,14,16,699534,0,0,330264,399342,18825,1,5797,744,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
780482,0,9,15,92774,1,1,103048,26448,5138,1,5799,713,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1994259,0,10,20,161150,0,0,479248,74176,19610,1,5801,719,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1163256,0,9,15,878196,0,0,266134,618887,22905,0,5802,729,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1033695,0,16,16,461428,0,0,323620,137883,6374,1,5804,658,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
709289,0,9,8,313236,0,0,151294,113620,13536,0,5805,731,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1512932,1,9,19,345554,1,0,217426,163837,28746,0,5806,742,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1339177,0,2,14,221562,0,0,265826,87058,8638,0,5807,723,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1780433,0,6,22,494428,0,0,22176,298908,10950,0,5808,748,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1550704,0,8,17,695420,0,0,323202,446234,21064,0,5809,739,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1408185,0,14,16,256388,0,0,147840,84588,17720,0,5811,732,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1163256,0,9,10,159566,0,0,516890,116717,14886,0,5812,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1791833,0,7,32,366762,0,0,545996,156465,25534,1,5813,712,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
969285,0,5,12,92004,0,0,112244,55613,15024,1,5814,713,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,10,18,304260,0,0,111760,94867,22586,0,5815,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
2071817,0,12,14,372724,0,0,184272,264936,18646,0,5816,739,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
929290,0,10,19,314138,0,0,386298,185839,18199,0,5817,722,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1350786,0,21,14,1255892,0,0,474606,393718,29267,0,5819,701,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
1950901,0,15,26,925496,0,0,345356,570703,38368,0,5820,728,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,14,19,375628,1,1,428362,211185,14439,1,5822,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,5,13,114862,0,0,157674,92340,3558,0,5824,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
766992,0,11,15,1001308,0,0,388542,351082,19942,0,5825,745,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,15,12,436656,0,0,347952,306584,25308,1,5826,729,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
863094,0,12,19,617298,0,0,434544,274018,12932,0,5827,734,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
957030,0,8,18,270578,1,1,212762,138339,14435,0,5828,734,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
786581,0,7,11,281710,0,0,281908,135280,9767,1,5829,704,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
622402,0,13,10,276892,0,0,101354,81795,11670,0,5831,736,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
867141,0,12,11,354860,0,0,267740,176225,9177,0,5833,742,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1380179,0,15,12,562474,0,0,776864,42750,11593,0,5834,724,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
600704,0,9,9,654544,0,0,192918,435822,13416,1,5835,735,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,13,12,344058,0,0,216238,200279,7395,0,5836,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,14,21,731610,0,0,168872,116261,30042,0,5839,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
868832,0,9,13,298738,0,0,225720,134938,7182,0,5840,721,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
966758,0,12,30,342188,0,0,215270,104918,15412,0,5841,709,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
947473,0,8,15,369446,0,0,335852,223668,16502,0,5842,699,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,16,17,505010,0,0,218680,289598,14799,1,5844,729,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1163256,0,16,7,758758,0,0,215160,172995,5149,0,5845,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2131382,0,15,12,727760,0,0,336534,127585,11243,0,5846,710,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,14,9,602712,0,0,314270,93689,19738,0,5847,729,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
663271,0,12,18,335984,1,1,153604,170924,9783,0,5848,740,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
860301,0,8,15,686092,0,0,270622,292125,6710,0,5849,740,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1886510,0,13,17,552398,0,0,595782,155059,26097,0,5850,708,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,20,13,983664,0,0,447260,280345,14539,1,5851,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
576555,0,9,7,262504,0,0,199166,216733,13165,0,5852,716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,11,22,333168,0,0,141636,121429,23052,0,5853,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2279772,0,9,15,219934,0,0,615934,184053,26027,1,5854,730,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2105580,0,11,26,389070,0,0,447348,309491,27373,0,5855,714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
468787,0,11,5,433598,0,0,184558,103740,10626,0,5856,685,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,11,14,360448,0,0,130988,231610,15955,0,5859,729,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1245507,0,6,13,237336,0,0,332816,171152,14385,0,5860,697,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,3,11,135806,0,0,21560,60648,1585,0,5861,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1160862,0,13,11,419474,0,0,336050,82593,25636,0,5862,747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
225112,0,5,9,204424,0,0,32582,3002,236,0,5867,709,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
767220,0,10,14,657052,1,1,169752,353514,17965,1,5868,733,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1762155,0,7,25,450516,0,0,443564,288306,25404,0,5870,748,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
679440,0,8,12,94644,1,1,205986,34010,11494,1,5871,733,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1717353,0,9,17,128106,0,0,336952,106761,17746,1,5872,696,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
804346,0,5,16,248974,1,1,259908,128155,9920,1,5874,718,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
538232,0,12,7,467984,0,0,129646,138624,12155,0,5875,728,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,7,17,259468,1,1,156860,36746,16354,0,5876,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
785156,0,16,18,519464,0,0,108240,221616,7590,0,5877,733,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1453500,0,6,12,327426,0,0,134640,93309,9145,0,5878,748,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
765529,0,8,8,388784,0,0,288178,237044,17288,0,5879,657,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,4,18,172722,1,0,64790,146186,19270,0,5881,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1742756,0,12,24,641080,0,0,329010,252472,37179,0,5882,746,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,8,14,349756,0,0,224202,165224,15126,0,5883,729,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
564984,0,9,9,233420,0,0,117744,142918,6168,1,5885,743,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
1817274,0,18,16,562826,1,1,318956,182761,20747,0,5886,743,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2821671,0,5,22,184932,0,0,180268,70110,7101,0,5887,746,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
1163256,0,18,31,769296,0,0,261514,511575,28034,1,5888,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
933375,0,17,20,768372,0,0,216150,152627,6254,0,5890,741,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1747278,0,8,19,206844,0,0,377652,159334,20385,0,5892,744,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
969475,0,13,15,403150,0,0,198220,264271,14704,0,5893,718,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1221415,0,10,16,868208,0,0,559174,465633,23716,0,5894,689,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
895071,0,4,14,161392,1,1,339636,22306,2081,0,5895,708,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
907440,0,12,9,471438,0,0,394020,280535,14217,1,5896,735,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,7,21,341462,0,0,110198,169860,12715,0,5897,729,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
1399350,0,10,11,676192,0,0,345664,466013,34984,1,5898,668,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1045741,0,19,17,645260,0,0,385264,270275,17603,1,5900,676,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
2362080,0,26,26,383130,0,0,753764,260072,16790,0,5901,706,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
493905,0,16,9,1356564,0,0,195206,474487,11977,0,5902,721,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1431156,0,16,30,729982,0,0,446996,436905,38402,1,5903,688,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,3,10,16,543906,4,1,296120,37582,11103,1,5904,729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,26,17,889130,0,0,434412,439242,20222,1,5905,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1163256,0,15,14,477312,0,0,218790,244036,19530,0,5908,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2073603,0,11,17,1024650,0,0,400906,544236,23501,0,5909,718,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
1704965,0,13,15,882970,0,0,216942,469737,26711,0,5911,747,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
577410,0,7,12,225170,0,0,222860,146433,9662,0,5912,743,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1420288,0,8,20,205062,0,0,162206,60382,29234,0,5913,632,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
668325,0,12,27,550858,0,0,176880,342532,15483,0,5914,724,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1163256,0,9,27,173140,0,0,153318,111853,29992,0,5915,729,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
938030,0,10,14,371272,0,0,434456,268052,8989,0,5916,710,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1163256,0,6,11,558734,0,0,216656,160208,19987,1,5919,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
814112,0,11,9,296604,0,0,134662,61997,16282,0,5920,733,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
2128209,0,5,32,319110,0,0,281622,105013,13355,0,5921,739,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1163256,0,7,18,317306,0,0,303050,192375,18487,0,5922,729,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
573135,0,15,16,476564,0,0,237798,46930,6400,1,5923,719,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1772510,0,10,17,174966,1,1,64812,76304,11285,0,5924,686,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
